# Species	Genes	Alg.-Conn.	GCA_040366825.1.faa	GCA_040367275.1.faa	GCA_040368535.1.faa	GCA_040369685.1.faa	GCA_040370845.1.faa	GCA_040371445.1.faa	GCA_040372445.1.faa	GCA_040373035.1.faa	GCA_040373105.1.faa	GCA_040373215.1.faa	GCA_040373345.1.faa	GCA_040374935.1.faa	GCA_040377535.1.faa	GCA_040380425.1.faa	GCA_040383235.1.faa	GCA_040385865.1.faa	GCA_040388595.1.faa	GCA_040391575.1.faa	GCA_040394165.1.faa	GCA_040397295.1.faa	GCA_040400385.1.faa	GCA_040403735.1.faa	GCA_040404325.1.faa	GCA_040404335.1.faa	GCA_040404365.1.faa	GCA_040404415.1.faa	GCA_040404485.1.faa	GCA_040404575.1.faa	GCA_040404645.1.faa
29	29	0.757	XCB75372.1	XCB77418.1	XCB79429.1	XCB81424.1	XCB83477.1	XCB85511.1	XCB87245.1	XCB89557.1	XCB91575.1	XCB93297.1	XCB95592.1	XCB97378.1	XCB99624.1	XCC01621.1	XCC03448.1	XCC05495.1	XCC07792.1	XCC09832.1	XCC11690.1	XCC13727.1	XCC16026.1	XCC18058.1	XCC19786.1	XCC22035.1	XCC23841.1	XCC25829.1	XCC27834.1	XCC29875.1	XCC31947.1
29	29	0.757	XCB75375.1	XCB77420.1	XCB79431.1	XCB81427.1	XCB83480.1	XCB85514.1	XCB87242.1	XCB89559.1	XCB91578.1	XCB93296.1	XCB95594.1	XCB97380.1	XCB99626.1	XCC01623.1	XCC03445.1	XCC05493.1	XCC07795.1	XCC09835.1	XCC11687.1	XCC13725.1	XCC16028.1	XCC18060.1	XCC19784.1	XCC22037.1	XCC23838.1	XCC25827.1	XCC27832.1	XCC29873.1	XCC31944.1
29	29	0.757	XCB75376.1	XCB77421.1	XCB79432.1	XCB81428.1	XCB83481.1	XCB85515.1	XCB87241.1	XCB89560.1	XCB91579.1	XCB93295.1	XCB95595.1	XCB97381.1	XCB99627.1	XCC01624.1	XCC03444.1	XCC05492.1	XCC07796.1	XCC09836.1	XCC11686.1	XCC13724.1	XCC16029.1	XCC18061.1	XCC19783.1	XCC22038.1	XCC23837.1	XCC25826.1	XCC27831.1	XCC29872.1	XCC31943.1
29	29	0.757	XCB75378.1	XCB77423.1	XCB79434.1	XCB81430.1	XCB83483.1	XCB85517.1	XCB87239.1	XCB89562.1	XCB91581.1	XCB93293.1	XCB95597.1	XCB97383.1	XCB99629.1	XCC01626.1	XCC03442.1	XCC05490.1	XCC07798.1	XCC09838.1	XCC11684.1	XCC13723.1	XCC16031.1	XCC18063.1	XCC19781.1	XCC22040.1	XCC23835.1	XCC25824.1	XCC27829.1	XCC29870.1	XCC31941.1
29	29	0.757	XCB75380.1	XCB77424.1	XCB79436.1	XCB81432.1	XCB83484.1	XCB85518.1	XCB87238.1	XCB89564.1	XCB91582.1	XCB93292.1	XCB95598.1	XCB97384.1	XCB99631.1	XCC01627.1	XCC03441.1	XCC05488.1	XCC07799.1	XCC09840.1	XCC11683.1	XCC13722.1	XCC16033.1	XCC18064.1	XCC19780.1	XCC22042.1	XCC23834.1	XCC25823.1	XCC27828.1	XCC29868.1	XCC31940.1
29	29	0.757	XCB75382.1	XCB77425.1	XCB79438.1	XCB81434.1	XCB83486.1	XCB85520.1	XCB87236.1	XCB89566.1	XCB91584.1	XCB93290.1	XCB95600.1	XCB97385.1	XCB99633.1	XCC01628.1	XCC03440.1	XCC05486.1	XCC07801.1	XCC09842.1	XCC11681.1	XCC13720.1	XCC16035.1	XCC18065.1	XCC19779.1	XCC22044.1	XCC23832.1	XCC25821.1	XCC27827.1	XCC29867.1	XCC31938.1
29	29	0.757	XCB75383.1	XCB77426.1	XCB79439.1	XCB81435.1	XCB83487.1	XCB85521.1	XCB87235.1	XCB89567.1	XCB91585.1	XCB93289.1	XCB95601.1	XCB97386.1	XCB99634.1	XCC01629.1	XCC03439.1	XCC05485.1	XCC07802.1	XCC09843.1	XCC11680.1	XCC13719.1	XCC16036.1	XCC18066.1	XCC19778.1	XCC22045.1	XCC23831.1	XCC25820.1	XCC27826.1	XCC29866.1	XCC31937.1
29	29	0.757	XCB75384.1	XCB77427.1	XCB79440.1	XCB81436.1	XCB83488.1	XCB85522.1	XCB87234.1	XCB89568.1	XCB91586.1	XCB93288.1	XCB95602.1	XCB97387.1	XCB99635.1	XCC01630.1	XCC03438.1	XCC05484.1	XCC07803.1	XCC09844.1	XCC11679.1	XCC13718.1	XCC16037.1	XCC18067.1	XCC19777.1	XCC22046.1	XCC23830.1	XCC25819.1	XCC27825.1	XCC29865.1	XCC31936.1
29	29	0.757	XCB75385.1	XCB77428.1	XCB79441.1	XCB81437.1	XCB83489.1	XCB85523.1	XCB87233.1	XCB89569.1	XCB91587.1	XCB93287.1	XCB95603.1	XCB97388.1	XCB99636.1	XCC01631.1	XCC03437.1	XCC05483.1	XCC07804.1	XCC09845.1	XCC11678.1	XCC13717.1	XCC16038.1	XCC18068.1	XCC19776.1	XCC22047.1	XCC23829.1	XCC25818.1	XCC27824.1	XCC29864.1	XCC31935.1
29	29	0.757	XCB75386.1	XCB77429.1	XCB79442.1	XCB81438.1	XCB83490.1	XCB85524.1	XCB87232.1	XCB89570.1	XCB91588.1	XCB93286.1	XCB95604.1	XCB97389.1	XCB99637.1	XCC01632.1	XCC03436.1	XCC05482.1	XCC07805.1	XCC09846.1	XCC11677.1	XCC13716.1	XCC16039.1	XCC18069.1	XCC19775.1	XCC22048.1	XCC23828.1	XCC25817.1	XCC27823.1	XCC29863.1	XCC31934.1
29	29	0.757	XCB75387.1	XCB77430.1	XCB79443.1	XCB81439.1	XCB83491.1	XCB85525.1	XCB87231.1	XCB89571.1	XCB91589.1	XCB93285.1	XCB95605.1	XCB97390.1	XCB99638.1	XCC01633.1	XCC03435.1	XCC05481.1	XCC07806.1	XCC09847.1	XCC11676.1	XCC13715.1	XCC16040.1	XCC18070.1	XCC19774.1	XCC22049.1	XCC23827.1	XCC25816.1	XCC27822.1	XCC29862.1	XCC31933.1
29	29	0.757	XCB75388.1	XCB77431.1	XCB79444.1	XCB81440.1	XCB83492.1	XCB85526.1	XCB87230.1	XCB89572.1	XCB91590.1	XCB93284.1	XCB95606.1	XCB97391.1	XCB99639.1	XCC01634.1	XCC03434.1	XCC05480.1	XCC07807.1	XCC09848.1	XCC11675.1	XCC13714.1	XCC16041.1	XCC18071.1	XCC19773.1	XCC22050.1	XCC23826.1	XCC25815.1	XCC27821.1	XCC29861.1	XCC31932.1
29	29	0.757	XCB75390.1	XCB77432.1	XCB79445.1	XCB81441.1	XCB83493.1	XCB85527.1	XCB87229.1	XCB89573.1	XCB91591.1	XCB93283.1	XCB95607.1	XCB97392.1	XCB99641.1	XCC01635.1	XCC03433.1	XCC05479.1	XCC07808.1	XCC09850.1	XCC11674.1	XCC13713.1	XCC16042.1	XCC18072.1	XCC19772.1	XCC22051.1	XCC23825.1	XCC25814.1	XCC27820.1	XCC29860.1	XCC31931.1
29	29	0.757	XCB76553.1	XCB78590.1	XCB80558.1	XCB82607.1	XCB84658.1	XCB86638.1	XCB88652.1	XCB89487.1	XCB92710.1	XCB94675.1	XCB96729.1	XCB98723.1	XCC00751.1	XCC02797.1	XCC04920.1	XCC06869.1	XCC08974.1	XCC11023.1	XCC13103.1	XCC15140.1	XCC15958.1	XCC19191.1	XCC21158.1	XCC23175.1	XCC25228.1	XCC27234.1	XCC29251.1	XCC31287.1	XCC33402.1
29	29	0.757	XCB76554.1	XCB78591.1	XCB80559.1	XCB82608.1	XCB83415.1	XCB85447.1	XCB87308.1	XCB89493.1	XCB92711.1	XCB93360.1	XCB95528.1	XCB98724.1	XCC00752.1	XCC01558.1	XCC03511.1	XCC05559.1	XCC08975.1	XCC11024.1	XCC13102.1	XCC13791.1	XCC17168.1	XCC17995.1	XCC21157.1	XCC21972.1	XCC25227.1	XCC25892.1	XCC29250.1	XCC31286.1	XCC32010.1
29	29	0.757	XCB76555.1	XCB78592.1	XCB80560.1	XCB82609.1	XCB84659.1	XCB86639.1	XCB88651.1	XCB90689.1	XCB92712.1	XCB94674.1	XCB96730.1	XCB98725.1	XCC00753.1	XCC02798.1	XCC04919.1	XCC06868.1	XCC08976.1	XCC11025.1	XCC13101.1	XCC15139.1	XCC17169.1	XCC19192.1	XCC21156.1	XCC23176.1	XCC25226.1	XCC27233.1	XCC29249.1	XCC31285.1	XCC33401.1
29	29	0.757	XCB76556.1	XCB78593.1	XCB80561.1	XCB82610.1	XCB84660.1	XCB86640.1	XCB88650.1	XCB90690.1	XCB92713.1	XCB94673.1	XCB96731.1	XCB98726.1	XCC00754.1	XCC02799.1	XCC04918.1	XCC06867.1	XCC08977.1	XCC11026.1	XCC13100.1	XCC15138.1	XCC17170.1	XCC19193.1	XCC21155.1	XCC23177.1	XCC25225.1	XCC27232.1	XCC29248.1	XCC31284.1	XCC33400.1
29	29	0.757	XCB76558.1	XCB78595.1	XCB80563.1	XCB82611.1	XCB84663.1	XCB86641.1	XCB88649.1	XCB90691.1	XCB92714.1	XCB94672.1	XCB96732.1	XCB98727.1	XCC00757.1	XCC02801.1	XCC04916.1	XCC06866.1	XCC08978.1	XCC11028.1	XCC13099.1	XCC15137.1	XCC17171.1	XCC19194.1	XCC21154.1	XCC23178.1	XCC25224.1	XCC27231.1	XCC29247.1	XCC31283.1	XCC33399.1
29	29	0.757	XCB76559.1	XCB78596.1	XCB80564.1	XCB82612.1	XCB84664.1	XCB86642.1	XCB88648.1	XCB90692.1	XCB92715.1	XCB94671.1	XCB96733.1	XCB98728.1	XCC00758.1	XCC02802.1	XCC04915.1	XCC06865.1	XCC08979.1	XCC11029.1	XCC13098.1	XCC15136.1	XCC17172.1	XCC19195.1	XCC21153.1	XCC23179.1	XCC25223.1	XCC27230.1	XCC29246.1	XCC31282.1	XCC33398.1
29	29	0.757	XCB76560.1	XCB77411.1	XCB80565.1	XCB81417.1	XCB84665.1	XCB86643.1	XCB88647.1	XCB90693.1	XCB92716.1	XCB94670.1	XCB96734.1	XCB97371.1	XCC00759.1	XCC02803.1	XCC04914.1	XCC05502.1	XCC08980.1	XCC09825.1	XCC13097.1	XCC13734.1	XCC17173.1	XCC19196.1	XCC21152.1	XCC23180.1	XCC25222.1	XCC27229.1	XCC29245.1	XCC31281.1	XCC33397.1
29	29	0.757	XCB76561.1	XCB78597.1	XCB80566.1	XCB82613.1	XCB84666.1	XCB86644.1	XCB88646.1	XCB90694.1	XCB92717.1	XCB94669.1	XCB96735.1	XCB98729.1	XCC00760.1	XCC02804.1	XCC04913.1	XCC06864.1	XCC08981.1	XCC11030.1	XCC13096.1	XCC15135.1	XCC17174.1	XCC19197.1	XCC21151.1	XCC23181.1	XCC25221.1	XCC27228.1	XCC29244.1	XCC31280.1	XCC33396.1
29	29	0.757	XCB76562.1	XCB78598.1	XCB80567.1	XCB82614.1	XCB84667.1	XCB86645.1	XCB88645.1	XCB90695.1	XCB92718.1	XCB94668.1	XCB96736.1	XCB98730.1	XCC00761.1	XCC02805.1	XCC04912.1	XCC06863.1	XCC08982.1	XCC11031.1	XCC13095.1	XCC15134.1	XCC17175.1	XCC19198.1	XCC21150.1	XCC23182.1	XCC25220.1	XCC27227.1	XCC29243.1	XCC31279.1	XCC33395.1
29	29	0.756	XCB75255.1	XCB77302.1	XCB79312.1	XCB82601.1	XCB83360.1	XCB85393.1	XCB88657.1	XCB89436.1	XCB91459.1	XCB94679.1	XCB95472.1	XCB98718.1	XCB99509.1	XCC01501.1	XCC03562.1	XCC06873.1	XCC08970.1	XCC11017.1	XCC13107.1	XCC15144.1	XCC17163.1	XCC19186.1	XCC21162.1	XCC21917.1	XCC25232.1	XCC27238.1	XCC29255.1	XCC31291.1	XCC33407.1
29	29	0.756	XCB75256.1	XCB77303.1	XCB79313.1	XCB81308.1	XCB83361.1	XCB85394.1	XCB87361.1	XCB89437.1	XCB91460.1	XCB93410.1	XCB95473.1	XCB97265.1	XCB99510.1	XCC01502.1	XCC03561.1	XCC05608.1	XCC07676.1	XCC09715.1	XCC11802.1	XCC13842.1	XCC15909.1	XCC17947.1	XCC19898.1	XCC21918.1	XCC23952.1	XCC25941.1	XCC27947.1	XCC29986.1	XCC32057.1
29	29	0.756	XCB75257.1	XCB77304.1	XCB79314.1	XCB81309.1	XCB83362.1	XCB85395.1	XCB87360.1	XCB89438.1	XCB91461.1	XCB93409.1	XCB95474.1	XCB97266.1	XCB99511.1	XCC01503.1	XCC03560.1	XCC05607.1	XCC07677.1	XCC09716.1	XCC11801.1	XCC13841.1	XCC15910.1	XCC17948.1	XCC19897.1	XCC21919.1	XCC23951.1	XCC25940.1	XCC27946.1	XCC29985.1	XCC32056.1
29	29	0.756	XCB75259.1	XCB77305.1	XCB79316.1	XCB81311.1	XCB83364.1	XCB85397.1	XCB87358.1	XCB89440.1	XCB91463.1	XCB93407.1	XCB95476.1	XCB97268.1	XCB99513.1	XCC01505.1	XCC03558.1	XCC05605.1	XCC07679.1	XCC09718.1	XCC11799.1	XCC13839.1	XCC15912.1	XCC17950.1	XCC19895.1	XCC21921.1	XCC23949.1	XCC25938.1	XCC27944.1	XCC29983.1	XCC32054.1
29	29	0.756	XCB75260.1	XCB77306.1	XCB79317.1	XCB81312.1	XCB83365.1	XCB85398.1	XCB87357.1	XCB89441.1	XCB91464.1	XCB93406.1	XCB95477.1	XCB97269.1	XCB99514.1	XCC01506.1	XCC03557.1	XCC05604.1	XCC07680.1	XCC09719.1	XCC11797.1	XCC13837.1	XCC15913.1	XCC17951.1	XCC19894.1	XCC21922.1	XCC23948.1	XCC25937.1	XCC27943.1	XCC29981.1	XCC32053.1
29	29	0.756	XCB75261.1	XCB77307.1	XCB79318.1	XCB81313.1	XCB83366.1	XCB85399.1	XCB87356.1	XCB89442.1	XCB91465.1	XCB93405.1	XCB95478.1	XCB97270.1	XCB99515.1	XCC01507.1	XCC03556.1	XCC05603.1	XCC07681.1	XCC09720.1	XCC11796.1	XCC13836.1	XCC15914.1	XCC17952.1	XCC19893.1	XCC21923.1	XCC23947.1	XCC25936.1	XCC27942.1	XCC29980.1	XCC32052.1
29	29	0.756	XCB75262.1	XCB77308.1	XCB79319.1	XCB81314.1	XCB83367.1	XCB85400.1	XCB87355.1	XCB89443.1	XCB91466.1	XCB93404.1	XCB95479.1	XCB97271.1	XCB99516.1	XCC01508.1	XCC03555.1	XCC05602.1	XCC07682.1	XCC09721.1	XCC11795.1	XCC13835.1	XCC15915.1	XCC17953.1	XCC19892.1	XCC21924.1	XCC23946.1	XCC25935.1	XCC27941.1	XCC29979.1	XCC32051.1
29	29	0.755	XCB75065.1	XCB77111.1	XCB79124.1	XCB81116.1	XCB83166.1	XCB85201.1	XCB87176.1	XCB89245.1	XCB91269.1	XCB93230.1	XCB95278.1	XCB97444.1	XCB99321.1	XCC01304.1	XCC03383.1	XCC05429.1	XCC07482.1	XCC09527.1	XCC11621.1	XCC13662.1	XCC15718.1	XCC17756.1	XCC19720.1	XCC21729.1	XCC23774.1	XCC25762.1	XCC27767.1	XCC29809.1	XCC31881.1
29	29	0.755	XCB75066.1	XCB77112.1	XCB79125.1	XCB81117.1	XCB83167.1	XCB85202.1	XCB87177.1	XCB89246.1	XCB91270.1	XCB93231.1	XCB95279.1	XCB97443.1	XCB99322.1	XCC01305.1	XCC03384.1	XCC05430.1	XCC07483.1	XCC09528.1	XCC11622.1	XCC13663.1	XCC15719.1	XCC17757.1	XCC19721.1	XCC21730.1	XCC23775.1	XCC25763.1	XCC27768.1	XCC29810.1	XCC31882.1
29	29	0.755	XCB75067.1	XCB77113.1	XCB79126.1	XCB81118.1	XCB83168.1	XCB85203.1	XCB87178.1	XCB89247.1	XCB91271.1	XCB93232.1	XCB95280.1	XCB97442.1	XCB99323.1	XCC01306.1	XCC03385.1	XCC05431.1	XCC07484.1	XCC09529.1	XCC11623.1	XCC13664.1	XCC15720.1	XCC17758.1	XCC19722.1	XCC21731.1	XCC23776.1	XCC25764.1	XCC27769.1	XCC29811.1	XCC31883.1
29	29	0.755	XCB75069.1	XCB77115.1	XCB79128.1	XCB81120.1	XCB83170.1	XCB85205.1	XCB87180.1	XCB89249.1	XCB91273.1	XCB93234.1	XCB95282.1	XCB97440.1	XCB99325.1	XCC01308.1	XCC03387.1	XCC05433.1	XCC07486.1	XCC09531.1	XCC11625.1	XCC13666.1	XCC15722.1	XCC17760.1	XCC19724.1	XCC21733.1	XCC23778.1	XCC25766.1	XCC27771.1	XCC29813.1	XCC31885.1
29	29	0.755	XCB75070.1	XCB77116.1	XCB79129.1	XCB81121.1	XCB83171.1	XCB85206.1	XCB87181.1	XCB89250.1	XCB91274.1	XCB93235.1	XCB95283.1	XCB97439.1	XCB99326.1	XCC01309.1	XCC03388.1	XCC05434.1	XCC07487.1	XCC09532.1	XCC11626.1	XCC13667.1	XCC15723.1	XCC17761.1	XCC19725.1	XCC21734.1	XCC23779.1	XCC25767.1	XCC27772.1	XCC29814.1	XCC31886.1
29	29	0.755	XCB75071.1	XCB77117.1	XCB79130.1	XCB81122.1	XCB83172.1	XCB85207.1	XCB87182.1	XCB89251.1	XCB91275.1	XCB93236.1	XCB95284.1	XCB97438.1	XCB99327.1	XCC01310.1	XCC03389.1	XCC05435.1	XCC07488.1	XCC09533.1	XCC11627.1	XCC13668.1	XCC15724.1	XCC17762.1	XCC19726.1	XCC21735.1	XCC23780.1	XCC25768.1	XCC27773.1	XCC29815.1	XCC31887.1
29	29	0.755	XCB75074.1	XCB78574.1	XCB79133.1	XCB81125.1	XCB83175.1	XCB85210.1	XCB87185.1	XCB89253.1	XCB91278.1	XCB93239.1	XCB95287.1	XCB97436.1	XCB99329.1	XCC01313.1	XCC03392.1	XCC05438.1	XCC07491.1	XCC09535.1	XCC11630.1	XCC13671.1	XCC15727.1	XCC17764.1	XCC19729.1	XCC21738.1	XCC23783.1	XCC25771.1	XCC27776.1	XCC29818.1	XCC31890.1
29	29	0.755	XCB75075.1	XCB77120.1	XCB79134.1	XCB81126.1	XCB83176.1	XCB85211.1	XCB87186.1	XCB89254.1	XCB91279.1	XCB93240.1	XCB95288.1	XCB97435.1	XCB99330.1	XCC01314.1	XCC03393.1	XCC05439.1	XCC07492.1	XCC09536.1	XCC11631.1	XCC13672.1	XCC15728.1	XCC17765.1	XCC19730.1	XCC21739.1	XCC23784.1	XCC25772.1	XCC27777.1	XCC29819.1	XCC31891.1
29	29	0.755	XCB75076.1	XCB77121.1	XCB79135.1	XCB81127.1	XCB83177.1	XCB85212.1	XCB87187.1	XCB89255.1	XCB91280.1	XCB93241.1	XCB95289.1	XCB97434.1	XCB99331.1	XCC01315.1	XCC03394.1	XCC05440.1	XCC07493.1	XCC09537.1	XCC11632.1	XCC13673.1	XCC15729.1	XCC17766.1	XCC19731.1	XCC21740.1	XCC23785.1	XCC25773.1	XCC27778.1	XCC29820.1	XCC31892.1
29	29	0.755	XCB75077.1	XCB77122.1	XCB79136.1	XCB81128.1	XCB83178.1	XCB85213.1	XCB87188.1	XCB89256.1	XCB91281.1	XCB93242.1	XCB95290.1	XCB97433.1	XCB99332.1	XCC01316.1	XCC03395.1	XCC05441.1	XCC07494.1	XCC09538.1	XCC11633.1	XCC13674.1	XCC15730.1	XCC17767.1	XCC19732.1	XCC21741.1	XCC23786.1	XCC25774.1	XCC27779.1	XCC29821.1	XCC31893.1
29	29	0.755	XCB75078.1	XCB77123.1	XCB79137.1	XCB81129.1	XCB83179.1	XCB85214.1	XCB87189.1	XCB89257.1	XCB91282.1	XCB93243.1	XCB95291.1	XCB97432.1	XCB99333.1	XCC01317.1	XCC03396.1	XCC05442.1	XCC07495.1	XCC09539.1	XCC11634.1	XCC13675.1	XCC15731.1	XCC17768.1	XCC19733.1	XCC21742.1	XCC23787.1	XCC25775.1	XCC27780.1	XCC29822.1	XCC31894.1
29	29	0.755	XCB75079.1	XCB77124.1	XCB79138.1	XCB81130.1	XCB83180.1	XCB85215.1	XCB87190.1	XCB89258.1	XCB91283.1	XCB93244.1	XCB95292.1	XCB97431.1	XCB99334.1	XCC01318.1	XCC03397.1	XCC05443.1	XCC07496.1	XCC09540.1	XCC11635.1	XCC13676.1	XCC15732.1	XCC17769.1	XCC19734.1	XCC21743.1	XCC23788.1	XCC25776.1	XCC27781.1	XCC29823.1	XCC31895.1
29	29	0.755	XCB75080.1	XCB77125.1	XCB79139.1	XCB81131.1	XCB83181.1	XCB85216.1	XCB87191.1	XCB89259.1	XCB91284.1	XCB93245.1	XCB95293.1	XCB97430.1	XCB99335.1	XCC01319.1	XCC03398.1	XCC05444.1	XCC07497.1	XCC09541.1	XCC11636.1	XCC13677.1	XCC15733.1	XCC17770.1	XCC19735.1	XCC21744.1	XCC23789.1	XCC25777.1	XCC27782.1	XCC29824.1	XCC31896.1
29	29	0.755	XCB75081.1	XCB77126.1	XCB79140.1	XCB81132.1	XCB83182.1	XCB85217.1	XCB87192.1	XCB89260.1	XCB91285.1	XCB93246.1	XCB95294.1	XCB97429.1	XCB99336.1	XCC01320.1	XCC03399.1	XCC05445.1	XCC07498.1	XCC09542.1	XCC11637.1	XCC13678.1	XCC15734.1	XCC17771.1	XCC19736.1	XCC21745.1	XCC23790.1	XCC25778.1	XCC27783.1	XCC29825.1	XCC31897.1
29	29	0.755	XCB75082.1	XCB77127.1	XCB79141.1	XCB81133.1	XCB83183.1	XCB85218.1	XCB87193.1	XCB89261.1	XCB91286.1	XCB93247.1	XCB95295.1	XCB97428.1	XCB99337.1	XCC01321.1	XCC03400.1	XCC05446.1	XCC07499.1	XCC09543.1	XCC11638.1	XCC13679.1	XCC15735.1	XCC17772.1	XCC19737.1	XCC21746.1	XCC23791.1	XCC25779.1	XCC27784.1	XCC29826.1	XCC31898.1
29	29	0.755	XCB75083.1	XCB77128.1	XCB79142.1	XCB81134.1	XCB83184.1	XCB85219.1	XCB87194.1	XCB89262.1	XCB91287.1	XCB93248.1	XCB95296.1	XCB97427.1	XCB99338.1	XCC01322.1	XCC03401.1	XCC05447.1	XCC07500.1	XCC09544.1	XCC11639.1	XCC13680.1	XCC15736.1	XCC17773.1	XCC19738.1	XCC21747.1	XCC23792.1	XCC25780.1	XCC27785.1	XCC29827.1	XCC31899.1
29	29	0.755	XCB75084.1	XCB77129.1	XCB79143.1	XCB81135.1	XCB83185.1	XCB85220.1	XCB87195.1	XCB89263.1	XCB91288.1	XCB93249.1	XCB95297.1	XCB97426.1	XCB99339.1	XCC01323.1	XCC03402.1	XCC05448.1	XCC07501.1	XCC09545.1	XCC11640.1	XCC13681.1	XCC15737.1	XCC17774.1	XCC19739.1	XCC21748.1	XCC23793.1	XCC25781.1	XCC27786.1	XCC29828.1	XCC31900.1
29	29	0.755	XCB75085.1	XCB77130.1	XCB79144.1	XCB81136.1	XCB83186.1	XCB85221.1	XCB87196.1	XCB89264.1	XCB91289.1	XCB93250.1	XCB95298.1	XCB97425.1	XCB99340.1	XCC01324.1	XCC03403.1	XCC05449.1	XCC07502.1	XCC09546.1	XCC11641.1	XCC13682.1	XCC15738.1	XCC17775.1	XCC19740.1	XCC21749.1	XCC23794.1	XCC25782.1	XCC27787.1	XCC29829.1	XCC31901.1
29	29	0.755	XCB75086.1	XCB77131.1	XCB79145.1	XCB81137.1	XCB83187.1	XCB85222.1	XCB87197.1	XCB89265.1	XCB91290.1	XCB93251.1	XCB95299.1	XCB97424.1	XCB99341.1	XCC01325.1	XCC03404.1	XCC05450.1	XCC07503.1	XCC09547.1	XCC11642.1	XCC13683.1	XCC15739.1	XCC17776.1	XCC19741.1	XCC21750.1	XCC23795.1	XCC25783.1	XCC27788.1	XCC29830.1	XCC31902.1
29	29	0.755	XCB75087.1	XCB77132.1	XCB79146.1	XCB82587.1	XCB83188.1	XCB85223.1	XCB87198.1	XCB89266.1	XCB91291.1	XCB93252.1	XCB95300.1	XCB97423.1	XCB99342.1	XCC01326.1	XCC03405.1	XCC05451.1	XCC07504.1	XCC09548.1	XCC11643.1	XCC13684.1	XCC15740.1	XCC17777.1	XCC19742.1	XCC21751.1	XCC23796.1	XCC27224.1	XCC27789.1	XCC29831.1	XCC31903.1
29	29	0.755	XCB75088.1	XCB77133.1	XCB79147.1	XCB81138.1	XCB83189.1	XCB85224.1	XCB87199.1	XCB89267.1	XCB91292.1	XCB93253.1	XCB95301.1	XCB97422.1	XCB99343.1	XCC01327.1	XCC03406.1	XCC05452.1	XCC07505.1	XCC09549.1	XCC11644.1	XCC13685.1	XCC15741.1	XCC17778.1	XCC19743.1	XCC21752.1	XCC23797.1	XCC25784.1	XCC27790.1	XCC29832.1	XCC31904.1
29	29	0.755	XCB75089.1	XCB77134.1	XCB79148.1	XCB81139.1	XCB83190.1	XCB85225.1	XCB87200.1	XCB89268.1	XCB91293.1	XCB93254.1	XCB95302.1	XCB97421.1	XCB99344.1	XCC01328.1	XCC03407.1	XCC05453.1	XCC07506.1	XCC09550.1	XCC11645.1	XCC13686.1	XCC15742.1	XCC17779.1	XCC19744.1	XCC21753.1	XCC23798.1	XCC25785.1	XCC27791.1	XCC29833.1	XCC31905.1
29	29	0.755	XCB75090.1	XCB77135.1	XCB79149.1	XCB81140.1	XCB83191.1	XCB85226.1	XCB87201.1	XCB89269.1	XCB91294.1	XCB93255.1	XCB95303.1	XCB97420.1	XCB99345.1	XCC01329.1	XCC03408.1	XCC05454.1	XCC07507.1	XCC09551.1	XCC11646.1	XCC13687.1	XCC15743.1	XCC17780.1	XCC19745.1	XCC21754.1	XCC23799.1	XCC25786.1	XCC27792.1	XCC29834.1	XCC31906.1
29	29	0.755	XCB75091.1	XCB77136.1	XCB79150.1	XCB81141.1	XCB83192.1	XCB85227.1	XCB87202.1	XCB89270.1	XCB91295.1	XCB93256.1	XCB95304.1	XCB97419.1	XCB99346.1	XCC01330.1	XCC03409.1	XCC05455.1	XCC07508.1	XCC09552.1	XCC11647.1	XCC13688.1	XCC15744.1	XCC17781.1	XCC19746.1	XCC21755.1	XCC23800.1	XCC25787.1	XCC27793.1	XCC29835.1	XCC31907.1
29	29	0.755	XCB75092.1	XCB77138.1	XCB79151.1	XCB81142.1	XCB83194.1	XCB85229.1	XCB87204.1	XCB89272.1	XCB91297.1	XCB93258.1	XCB95305.1	XCB97417.1	XCB99347.1	XCC01332.1	XCC03411.1	XCC05457.1	XCC07509.1	XCC09553.1	XCC11648.1	XCC13690.1	XCC15746.1	XCC17783.1	XCC19748.1	XCC21757.1	XCC23802.1	XCC25789.1	XCC27794.1	XCC29837.1	XCC31909.1
29	29	0.755	XCB75093.1	XCB77139.1	XCB79152.1	XCB81143.1	XCB83195.1	XCB85230.1	XCB87205.1	XCB89273.1	XCB91298.1	XCB93259.1	XCB95306.1	XCB97416.1	XCB99348.1	XCC01333.1	XCC03413.1	XCC05458.1	XCC07510.1	XCC09554.1	XCC11650.1	XCC13691.1	XCC15747.1	XCC17784.1	XCC19749.1	XCC21758.1	XCC23804.1	XCC25790.1	XCC27796.1	XCC29839.1	XCC31911.1
29	29	0.755	XCB75094.1	XCB77140.1	XCB79153.1	XCB81144.1	XCB83196.1	XCB85231.1	XCB87206.1	XCB89274.1	XCB91299.1	XCB93260.1	XCB95307.1	XCB97415.1	XCB99349.1	XCC01334.1	XCC03414.1	XCC05459.1	XCC07511.1	XCC09555.1	XCC11651.1	XCC13692.1	XCC15748.1	XCC17785.1	XCC19750.1	XCC21759.1	XCC23805.1	XCC25791.1	XCC27797.1	XCC29840.1	XCC31912.1
